# Pathway	ERR13731435_merged_Abundance
UNMAPPED	1268743.2234668338
UNINTEGRATED	4501502.2747773258
UNINTEGRATED|g__Bacteroides.s__Bacteroides_plebeius	709253.9345523847
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprocola	694106.0057113990
UNINTEGRATED|unclassified	392559.9181885131
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	386642.5346654393
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	380120.6245121093
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	206813.8390431621
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	161947.5220318674
UNINTEGRATED|g__Streptococcus.s__Streptococcus_pneumoniae	160582.6040218449
UNINTEGRATED|g__Bacteroides.s__Bacteroides_massiliensis	113092.8589854731
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	81085.6633287838
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	77099.5425645059
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_CAG_252	73396.3499785718
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	70011.8459126068
UNINTEGRATED|g__Blautia.s__Blautia_obeum	69468.4540909036
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	67960.9624102901
UNINTEGRATED|g__Prevotella.s__Prevotella_sp_CAG_279	61108.0048569215
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	58130.9454120774
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_merdae	56063.8105632744
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	33674.5824062139
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	30289.4689680088
UNINTEGRATED|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	29527.8051890551
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_adolescentis	29193.8155114886
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	23463.9439187275
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_longum	23379.1562179013
