# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947171_merged
UNGROUPED	957362.8209278693
K00024	288.2867348036
K00040	59.8164579035
K00041	132.5120574608
K00044	176.2143372809
K00052	91.1020395043
K00053	59.4739155533
K00067	64.1831286427
K00087	321.7002060736
K00111	125.5061329727
K00123	55.3531379267
K00130	117.9347906713
K00241	285.5156701991
K00244	25.6181241691
K00265	36.2500261902
K00266	109.0097186621
K00286	222.1525669196
K00299	223.9489488624
K00313	153.861222274
K00335	127.9215704818
K00343	118.9478311066
K00362	22.6358970244
K00370	45.3150041058
K00371	27.9371419058
K00383	43.1722837246
K00425	120.5004496417
K00426	37.8003002857
K00525	83.586579505
K00547	186.7080000628
K00548	9.1302263767
K00554	291.5265264138
K00560	197.3516865272
K00566	170.430892365
K00600	143.373701515
K00602	252.3477331691
K00604	217.5001571412
K00605	83.3642136734
K00609	216.0859818672
K00611	177.7220535357
K00615	70.6648502768
K00616	36.0847166245
K00627	89.9675798895
K00640	203.88971786
K00648	179.0626293706
K00655	304.8993028548
K00681	58.5518393432
K00690	122.4540309918
K00746	26.5787140205
K00757	116.6260045485
K00759	457.7689257738
K00760	193.1687627763
K00765	211.9516837447
K00784	370.9159085719
K00791	408.7825831632
K00794	732.1157595952
K00795	51.6056273465
K00799	358.1252587411
K00820	48.3333682536
K00821	71.3176480927
K00847	241.1757910825
K00850	206.1664020544
K00858	427.9793614076
K00860	363.6107659866
K00865	75.1900995728
K00868	311.3099817755
K00876	227.3703911367
K00883	39.6114708119
K00891	417.512864462
K00919	413.28077611239996
K00928	64.307322003
K00930	74.249383403
K00949	281.1677158306
K00962	85.4784568189
K00971	186.3934535539
K00973	255.3562621647
K00990	65.9928991485
K01000	172.0187578218
K01007	14.584690518
K01035	279.7476768617
K01056	626.6269214996
K01089	162.1171902984
K01091	77.4685874386
K01119	106.7931362827
K01126	193.4460070499
K01129	461.48497984050005
K01151	307.1536415081
K01153	303.0934498227
K01159	324.5510157341
K01190	117.2367395213
K01203	30.5515940533
K01257	18.2144088361
K01265	229.5167404087
K01273	176.5888629712
K01297	280.2194267384
K01407	89.5971594327
K01409	176.2143372809
K01425	205.6560891781
K01442	170.6058727473
K01448	72.1851086255
K01451	228.2556594174
K01465	134.7689538166
K01467	54.0908539834
K01489	509.7242946499
K01520	964.3851454563
K01524	196.4185816263
K01530	16.1817236397
K01534	87.4119516338
K01537	54.6073348853
K01547	10.2608106889
K01582	84.521932887
K01585	105.1709620607
K01588	159.240322452
K01591	227.0083607321
K01595	12.7528871877
K01599	184.4285461219
K01624	417.3377707779
K01625	187.1285135764
K01626	40.5292975746
K01629	452.1669399785
K01652	97.1187142349
K01662	33.4747458635
K01666	61.340022169
K01679	61.9575391707
K01681	146.25783118200002
K01684	37.3920162142
K01686	146.7933922755
K01689	48.9259139445
K01696	157.3580682347
K01699	34.170289956
K01719	121.1152478541
K01753	44.1354900547
K01755	686.2721882339
K01756	31.3055991062
K01770	924.0418885244
K01776	282.1224449166
K01785	174.1825157818
K01803	296.7323572426
K01805	63.1356386547
K01808	561.3855407293
K01809	232.4057623159
K01813	168.4753040265
K01815	240.4777424832
K01868	177.7225109416
K01869	60.1847591655
K01870	93.804410966
K01872	66.4680480224
K01874	15.6509278138
K01883	64.42107516349999
K01885	125.7911582558
K01889	200.6885507921
K01903	154.1466790871
K01923	244.0089868662
K01928	116.4471759326
K01929	129.4159813519
K01934	333.006252617
K01939	141.5418399113
K01948	18.5831044572
K01951	114.3634687239
K01952	15.0557325411
K01961	183.8914210235
K01972	96.426858753
K02013	281.1677158306
K02014	70.2622072118
K02056	130.5342655584
K02057	162.9118824077
K02120	1083.0852820768
K02190	182.8054126027
K02224	114.1467587036
K02231	317.7248949443
K02256	152.1129393064
K02261	125.8864545878
K02262	54.5893955506
K02336	152.1597455999
K02341	60.0884834901
K02355	167.383747063
K02371	213.8611583731
K02428	498.6596594669
K02441	223.9489488624
K02446	458.4884100641
K02470	14.7755032364
K02498	140.8221356406
K02527	141.421378771
K02529	58.3005095751
K02538	109.5386420935
K02548	64.2575870286
K02551	109.9008730528
K02622	52.5114731099
K02798	17.9352531091
K02799	17.9352531091
K02800	17.9352531091
K02805	39.0694620122
K02809	66.1620585252
K02810	66.1620585252
K02824	124.4720000419
K02844	154.2898050658
K03010	9.5117412739
K03046	39.7061218772
K03070	50.8787875248
K03100	298.9809309286
K03119	34.0652147494
K03150	53.2084918527
K03152	307.7224445479
K03183	235.3684420055
K03185	147.3139362197
K03332	128.1188281078
K03350	137.4189599112
K03385	127.8231692738
K03438	206.6792538008
K03470	297.7959140786
K03472	33.8432016407
K03478	178.8698816533
K03498	125.8864545878
K03571	381.1241285685
K03574	139.1439021449
K03575	167.3415106303
K03578	21.5581370078
K03579	69.8193781747
K03581	31.2761377858
K03583	32.9621369998
K03606	246.45263801660002
K03648	322.660427293
K03654	77.8679100543
K03657	29.1574553872
K03701	60.0325578237
K03732	160.0868208631
K03750	153.576820754
K03767	308.8663941559
K03768	367.6330089732
K03770	94.0678020832
K03771	44.3830448867
K03785	120.6065204089
K03797	117.6009342221
K03809	164.8513095792
K03814	245.0886726488
K03831	188.401496662
K03833	32.1661091862
K03881	41.0905341384
K03883	204.5745465186
K04021	127.1385769364
K04023	146.8439283763
K04041	95.9966031519
K04044	47.0204074861
K04066	73.1382570668
K04072	5.6897832582
K04075	121.7910479741
K04084	126.7812907612
K04348	49.2647850744
K04372	245.454041454
K04423	41.8830435123
K04567	18.7508598574
K04691	86.9090586066
K04773	96.3305043802
K05308	142.6352961853
K05349	153.545110798
K05367	77.3964229417
K05396	89.3387742236
K05632	230.2252553648
K05677	85.6547010597
K05698	5.9599770473
K05713	96.4983275586
K05714	102.3215024975
K05744	43.9836209783
K05780	260.0471362377
K05833	118.1864296272
K05879	508.6570878986
K06020	106.587633134
K06041	470.1948768157
K06148	98.8519453039
K06158	127.3772896943
K06168	127.7249193358
K06173	678.8543099475
K06178	105.9758418724
K06207	94.1473768022
K06445	17.9110355093
K06894	15.1476864226
K06901	59.9080172951
K06941	166.1701200559
K06957	96.1076460705
K07027	189.044505183
K07056	168.7113345323
K07085	105.8408407999
K07106	224.5542162917
K07141	333.6749398712
K07154	156.3218438908
K07259	122.2738190257
K07262	43.9249122238
K07307	490.1773452976
K07316	41.8504517443
K07319	63.7644359386
K07393	175.2849367678
K07404	309.7457969372
K07560	867.5194130172999
K07636	287.45018466119996
K07637	161.8014800934
K07648	74.2162215524
K07700	36.2500261902
K07812	24.2407177324
K07964	106.8618135408
K08323	144.6215144089
K08483	47.5631473139
K08857	692.835479921
K08866	65.241507678
K09022	237.3858857941
K10205	202.1534307249
K10206	145.5079860384
K10213	191.8823557227
K10439	350.5698735356
K10542	166.106833821
K10563	223.9489488624
K10804	299.4056217223
K11189	47.5631473139
K11201	47.5631473139
K11717	46.5071704606
K11748	218.94803353
K11755	292.0388753179
K11832	72.5633712034
K11907	60.5797010776
K11997	78.8657427887
K12308	50.8320954591
K12339	62.5876158403
K12573	18.4224079885
K13069	101.8199265048
